id,isimler,cinsiyet
7958,Körnes,E
7959,Körpe,K
7960,Köse,E
7961,Kösem,K
7962,Kösemen,U
7963,Kösten,E
7964,Köşek,E
7965,Köşker,E
7966,Köymen,E
7967,Közer,E
7968,Kumriye,K
7969,Kutsel,K
7970,Kutseli,K
7971,Kuzey,E
7972,Lâle,K
7973,Lâlegül,K
7974,Lâleruh,K
7975,Lâmiye,K
7976,Lâtife,K
7977,Lemi,E
7978,Lemiye,K
7979,Lerze,K
7980,Lerziş,K
7981,Levent,E
7982,Levin,E
7983,Leylâ,K
7984,Leylâgül,K
7985,Leyli,K
7986,Leylifer,K
7987,Leylüfer,K
7988,Leziz,K
7989,Lezize,K
7990,Lütfiye,K
7991,Mefkûre,K
7992,Meftun,E
7993,Meftune,K
7994,Mehip,E
7995,Mehir,K
7996,Mehmet,E
7997,Mehru,K
7998,Mehti,E
7999,Mehtiye,K
8000,Mehveş,K
8001,Mekin,E
8002,Mekki,E
8003,Melek,K
8004,Meleknur,K
8005,Melekper,K
8006,Melekru,K
8007,Melen,E
8008,Melih,E
8009,Melik,E
8010,Melike,K
8011,Melis,K
8012,Meliz,K
8013,Meltem,K
8014,Melûl,U
8015,Memik,E
8016,Memiş,E
8017,Memnun,E
8018,Memnune,K
8019,Memo,E
8020,Memun,E
8021,Menekşe,K
8022,Menevşe,K
8023,Mengi,E
8024,Mengli,K
8025,Mengûş,K
8026,Mengü,U
8027,Mengüer,E
8028,Mengütekin,E
8029,Mensup,E
8030,Mensur,E
8031,Mensure,K
8032,Menşur,E
8033,Menşure,K
8034,Menzur,E
8035,Menzure,K
8036,Mergen,E
8037,Mergup,E
8038,Merih,U
8039,Mersin,E
8040,Mert,E
8041,Mertel,E
8042,Merter,E
8043,Mertkol,E
8044,Mertol,E
8045,Merttürk,E
8046,Merve,K
8047,Meryem,K
8048,Merziye,K
8049,Merzuk,E
8050,Meserret,K
8051,Mesih,E
8052,Mesrur,E
8053,Mesrure,K
8054,Mestur,E
8055,Mesture,K
8056,Mesure,K
8057,Mesut,U
8058,Meşhur,E
8059,Meşkûr,E
8060,Meşkûre,K
8061,Meşru,E
8062,Mete,E
8063,Methiye,K
8064,Metin,E
8065,Metine,K
8066,Metiner,E
8067,Mevlit,E
8068,Mevlût,E
8069,Mevlüt,E
8070,Mevsim,K
8071,Mevzun,E
8072,Mevzune,K
8073,Meyil,K
8074,Meymun,E
8075,Meymune,K
8076,Mezit,E
8077,Meziyet,K
8078,Mezun,E
8079,Mihine,K
8080,Mihriye,K
8081,Mine,K
8082,Minnet,K
8083,Mirkelâm,E
8084,Muhlise,K
8085,Muhsine,K
8086,Muhterem,U
8087,Muhteşem,U
8088,Muine,K
8089,Mukime,K
8090,Munise,K
8091,Muslihe,K
8092,Mutluer,E
8093,Mutlutekin,E
8094,Mutver,E
8095,Müesser,U
8096,Müeyyet,U
8097,Müferrih,U
8098,Müge,K
8099,Mükerrem,U
8100,Mükevven,K
8101,Mükremin,E
8102,Mükrime,K
8103,Mülhime,K
8104,Mülket,E
8105,Mümine,K
8106,Münevver,K
8107,Münife,K
8108,Münime,K
8109,Münire,K
8110,Müren,U
8111,Mürsel,E
8112,Mürüvvet,K
8113,Müsevver,K
8114,Müslime,K
8115,Müslüme,K
8116,Müstenir,E
8117,Müstenire,K
8118,Müşerref,U
8119,Müşküle,K
8120,Müştehir,E
8121,Müyesser,K
8122,Müzehher,K
8123,Müzekker,E
8124,Müzeyyen,K
8125,Nefer,E
8126,Nefi,E
8127,Nefis,U
8128,Nefise,K
8129,Nehip,E
8130,Nehir,K
8131,Nehire,K
8132,Nehri,E
8133,Nejlâ,K
8134,Nemutlu,U
8135,Neptün,K
8136,Nergis,K
8137,Nergise,K
8138,Nerim,E
8139,Nermi,E
8140,Nermin,K
8141,Nesil,E
8142,Nesim,E
8143,Nesime,K
8144,Nesimi,E
8145,Nesip,E
8146,Nesli,K
8147,Nesligül,K
8148,Nesrin,K
8149,Nesteren,K
8150,Neşe,K
8151,Neşegül,K
8152,Neşem,K
8153,Neşenur,K
8154,Neşet,E
8155,Neşever,K
8156,Neşit,E
8157,Neşve,K
8158,Neveser,K
8159,Nevfel,E
8160,Nevgül,K
8161,Nevhiz,K
8162,Nevin,K
8163,Nevinur,K
8164,Nevir,K
8165,Nevit,E
8166,Nevres,U
8167,Nevreste,K
8168,Nevrettin,E
8169,Nevri,E
8170,Nevriye,K
8171,Nevruz,U
8172,Neyire,K
8173,Neyyire,K
8174,Neyyiri,E
8175,Neyzen,E
8176,Nezih,E
8177,Nezihe,K
8178,Nezihi,E
8179,Nezir,E
8180,Nezire,K
8181,Nilüfer,K
8182,Nimet,U
8183,Niyet,K
8184,Nurâlem,K
8185,Nurel,U
8186,Nurer,E
8187,Nurersin,E
8188,Nurettin,E
8189,Nurfer,K
8190,Nuriye,K
8191,Nurmelek,K
8192,Nurper,K
8193,Nurperi,K
8194,Nursel,U
8195,Nurselen,K
8196,Nurseli,K
8197,Nursen,K
8198,Nursenin,K
8199,Nurser,K
8200,Nurseren,K
8201,Nursev,K
8202,Nurseven,K
8203,Nursevil,K
8204,Nursevim,K
8205,Nursevin,K
8206,Nursine,K
8207,Nurşen,K
8208,Nurtek,K
8209,Nurtekin,E
8210,Nurten,K
8211,Nurver,U
8212,Nurveren,K
8213,Nurzen,K
8214,Nurzer,K
8215,Nusret,U
8216,Nusrettin,E
8217,Nükhet,K
8218,Nüzhet,U
8219,Oğultekin,E
8220,Oğuzer,E
8221,Oker,E
8222,Okergin,E
8223,Oksev,E
8224,Okseven,E
8225,Oksever,E
8226,Oktüre,E
8227,Oktüremiş,E
8228,Okver,E
8229,Olguner,E
8230,Onel,E
8231,Oner,E
8232,Onerim,E
8233,Onguner,E
8234,Ongüner,E
8235,Ongüneş,E
8236,Onuker,E
8237,Onuktekin,E
8238,Onursev,E
8239,Onurseven,E
8240,Öge,U
8241,Öger,E
8242,Öget,U
8243,Ögetürk,E
8244,Öğe,E
8245,Öğet,E
8246,Öğmen,E
8247,Öke,U
8248,Ökeer,E
8249,Ökelik,E
8250,Öker,E
8251,Ökkeş,E
8252,Ökmen,E
8253,Ökmener,E
8254,Ökte,E
8255,Öktem,E
8256,Öktemer,E
8257,Ökten,E
8258,Öktener,E
8259,Ölen,E
8260,Ölmez,U
8261,Ömer,E
8262,Önel,E
8263,Önemli,E
8264,Önen,E
8265,Öner,U
8266,Öneri,E
8267,Öneş,E
8268,Öney,U
8269,Öngel,E
8270,Öngen,E
8271,Öngören,E
8272,Önsel,E
8273,Ören,U
8274,Örenel,E
8275,Örengül,K
8276,Örfiye,K
8277,Örge,K
8278,Örgen,E
8279,Örnek,U
8280,Örsel,E
8281,Örüner,E
8282,Öryürek,E
8283,Öşme,K
8284,Ötleğen,K
8285,Ötüken,E
8286,Övet,E
8287,Öymen,E
8288,Özek,E
8289,Özel,U
8290,Özen,U
8291,Özengin,E
8292,Özengül,K
8293,Özenir,K
8294,Özenli,K
8295,Özer,U
8296,Özerek,E
8297,Özerk,E
8298,Özerkin,E
8299,Özerkmen,E
8300,Özerol,E
8301,Özertem,E
8302,Özge,U
8303,Özgeer,E
8304,Özgen,U
8305,Özgener,E
8306,Özger,E
8307,Özgünel,K
8308,Özgüner,E
8309,Özgüneş,U
8310,Özgüney,K
8311,Özgürel,E
8312,Özgüven,E
8313,Özilter,E
8314,Özipek,K
8315,Özke,E
8316,Özkent,E
8317,Özker,E
8318,Özlek,E
8319,Özlem,K
8320,Özlen,U
8321,Özlenen,K
8322,Özler,U
8323,Özleyiş,K
8324,Özlüer,E
8325,Özmen,U
8326,Özmert,E
8327,Özöğe,E
8328,Özpeker,E
8329,Özpetek,U
8330,Özsel,U
8331,Özselen,U
8332,Özsevi,U
8333,Özsüer,E
8334,Özşen,E
8335,Öztek,E
8336,Öztekin,E
8337,Özten,K
8338,Öztinel,E
8339,Öztiner,E
8340,Özüpek,E
8341,Özver,E
8342,Özveren,E
8343,Özveri,U
8344,Özvermiş,E
8345,Pek,K
8346,Peköz,K
8347,Peksu,K
8348,Pekşen,K
8349,Pelin,K
8350,Pelit,K
8351,Peren,K
8352,Peri,K
8353,Perinur,K
8354,Periru,K
8355,Periveş,K
8356,Perize,K
8357,Permun,K
8358,Pertev,E
8359,Peruze,K
8360,Perver,K
8361,Pervin,K
8362,Perviz,K
8363,Pesen,K
8364,Pesent,K
8365,Petek,K
8366,Peyker,K
8367,Piruze,K
8368,Prenses,K
8369,Püren,K
8370,Pürfer,K
8371,Pürşen,K
8372,Refet,U
8373,Refettin,E
8374,Refi,E
8375,Refiğ,E
8376,Refih,E
8377,Refihe,K
8378,Refii,E
8379,Refik,E
8380,Refiye,K
8381,Reis,E
8382,Rekin,E
8383,Rekine,K
8384,Remzi,E
8385,Remziye,K
8386,Rengin,K
8387,Reset,E
8388,Resmî,E
8389,Resmigül,K
8390,Resmiye,K
8391,Resul,E
8392,Reşik,E
8393,Reşit,E
8394,Reviş,U
8395,Rezin,U
8396,Rıfkıye,K
8397,Ruhişen,K
8398,Ruhiye,K
8399,Ruhsen,K
8400,Ruhşen,K
8401,Rukiye,K
8402,Ruşen,U
8403,Ruziye,K
8404,Rüknettin,E
8405,Rüstem,E
8406,Rüştiye,K
8407,Sefer,U
8408,Seferî,E
8409,Seğmen,E
8410,Seher,K
8411,Sehergül,K
8412,Sehi,E
8413,Sekine,K
8414,Sel,K
8415,Selâh,E
8416,Selâhi,E
8417,Selâm,E
8418,Selâmet,U
8419,Selâmettin,E
8420,Selâmi,E
8421,Selâtin,E
8422,Selek,E
8423,Selekmen,E
8424,Selen,U
8425,Seler,E
8426,Selışık,U
8427,Selışıl,K
8428,Selışın,K
8429,Selim,E
8430,Selime,K
8431,Selin,K
8432,Selmi,E
8433,Selmin,K
8434,Selnur,K
8435,Selok,E
8436,Selvet,K
8437,Selvi,U
8438,Semen,K
8439,Semih,E
8440,Semin,K
8441,Semine,K
8442,Semir,E
8443,Semire,K
8444,Semiye,K
8445,Semuh,E
8446,Senem,K
8447,Sener,E
8448,Senger,E
8449,Sengül,K
8450,Sengün,K
8451,Senî,E
8452,Senih,E
8453,Seniye,K
8454,Sennur,K
8455,Senol,E
8456,Seren,U
8457,Serener,E
8458,Serengül,K
8459,Sergen,E
8460,Sergin,E
8461,Sergül,K
8462,Sergün,K
8463,Serhenk,E
8464,Serhun,E
8465,Serim,E
8466,Serimer,E
8467,Serin,U
8468,Seringül,K
8469,Serkut,E
8470,Sermelek,K
8471,Sermet,U
8472,Sermin,K
8473,Sernur,K
8474,Serol,E
8475,Serpil,K
8476,Serpin,K
8477,Sertel,E
8478,Serter,E
8479,Sertuğ,E
8480,Server,E
8481,Servet,U
8482,Servi,U
8483,Seven,U
8484,Sevener,E
8485,Sevengül,K
8486,Sevengün,K
8487,Sever,U
8488,Sevgen,U
8489,Sevgi,K
8490,Sevgili,K
8491,Sevgim,K
8492,Sevginur,K
8493,Sevgisun,K
8494,Sevgül,K
8495,Sevgün,E
8496,Sevgür,U
8497,Sevi,K
8498,Seviğ,E
8499,Sevik,E
8500,Sevil,K
8501,Sevilen,K
8502,Sevilsen,K
8503,Sevim,K
8504,Sevimgül,K
8505,Sevin,U
8506,Sevnur,K
8507,Sevsen,K
8508,Sevsevil,K
8509,Sevük,E
8510,Sevüktekin,E
8511,Seyfettin,E
8512,Seyfi,E
8513,Seyfiye,K
8514,Seyhun,E
8515,Seyit,E
8516,Seylân,U
8517,Seylâp,K
8518,Seymen,E
8519,Sezek,U
8520,Sezel,K
8521,Sezen,U
8522,Sezer,U
8523,Sezgen,U
8524,Sezgi,U
8525,Sezgin,U
8526,Sezi,E
8527,Sezim,E
8528,Sezin,U
8529,Seziş,E
8530,Sezmen,E
8531,Sırriye,K
8532,Sıtkıye,K
8533,Simge,K
8534,Simten,K
8535,Simüzer,K
8536,Sine,K
8537,Sinem,K
8538,Siper,E
8539,Siren,K
8540,Sirer,E
8541,Siret,U
8542,Sirmen,E
8543,Siyret,E
8544,Somel,E
8545,Somer,E
8546,Sonel,K
8547,Soner,E
8548,Sonsen,K
8549,Sonten,K
8550,Sonver,K
8551,Soyer,E
8552,Soygüven,E
8553,Soyluer,E
8554,Soytekin,E
8555,Soyuer,E
8556,Sökmen,E
8557,Sökmener,E
8558,Sökmensü,E
8559,Sökmensüer,E
8560,Sönmez,U
8561,Sönmezer,E
8562,Sözen,U
8563,Sözer,E
8564,Sözmen,E
8565,Suheyp,E
8566,Sulhiye,K
8567,Sumer,U
8568,Sunel,E
8569,Suner,E
8570,Sungurtekin,E
8571,Suphiye,K
8572,Süel,E
8573,Süer,E
8574,Süeren,E
8575,Süergin,E
8576,Süheyl,E
8577,Süheylâ,K
8578,Sülemiş,E
8579,Sümer,U
8580,Sümeyre,K
8581,Sünter,E
8582,Sürmeli,K
8583,Süsen,K
8584,Süyek,E
8585,Süzen,E
8586,Şefik,E
8587,Şeh,E
8588,Şehâlem,E
8589,Şehim,E
8590,Şehime,K
8591,Şehlevent,E
8592,Şehmuz,E
8593,Şehper,K
8594,Şehriyâr,K
8595,Şehriye,K
8596,Şeker,K
8597,Şekime,K
8598,Şekip,E
8599,Şekûr,E
8600,Şekûre,K
8601,Şelâle,K
8602,Şemi,E
8603,Şemim,E
8604,Şemime,K
8605,Şeminur,K
8606,Şems,E
8607,Şemsettin,E
8608,Şemsi,E
8609,Şemsifer,K
8610,Şemsiye,K
8611,Şen,U
8612,Şenel,E
8613,Şener,E
8614,Şengil,U
8615,Şengönül,K
8616,Şengül,U
8617,Şengün,U
8618,Şeniz,U
8619,Şenlen,E
8620,Şenlik,E
8621,Şennur,K
8622,Şenol,U
8623,Şenöz,K
8624,Şensen,E
8625,Şensoy,E
8626,Şensu,K
8627,Şentürk,E
8628,Şenyer,K
8629,Şenyıl,K
8630,Şenyurt,E
8631,Şenyüz,K
8632,Şeref,U
8633,Şerefnur,K
8634,Şeremet,K
8635,Şeren,E
8636,Şerif,E
8637,Şerife,K
8638,Şermin,K
8639,Şeşen,E
8640,Şevket,E
8641,Şevki,E
8642,Şevkinur,K
8643,Şevkiye,K
8644,Şimşek,E
8645,Şimşeker,E
8646,Şive,K
8647,Şivekâr,K
8648,Şöhret,K
8649,Şölen,U
8650,Şule,K
8651,Şükrettin,E
8652,Şükriye,K
8653,Şükûfe,K
8654,Tegin,E
8655,Tek,E
8656,Teke,E
8657,Teker,E
8658,Tekeş,E
8659,Tekgül,K
8660,Tekil,E
8661,Tekin,E
8662,Tekinel,E
8663,Tekiner,E
8664,Tekinsoy,E
8665,Tekir,E
8666,Tekiş,E
8667,Tekiz,E
8668,Tekmil,E
8669,Tekmile,K
8670,Teknur,K
8671,Tekok,E
8672,Tekol,E
8673,Teköktem,E
8674,Teköz,E
8675,Teközer,E
8676,Teksen,U
8677,Teksoy,E
8678,Tekün,E
8679,Tekünlü,E
8680,Telek,U
8681,Telim,E
8682,Telimer,E
8683,Telli,U
8684,Telmize,K
8685,Telvin,K
8686,Temel,E
8687,Temelli,E
8688,Temenni,K
8689,Temime,K
8690,Temir,E
8691,Temirkut,E
8692,Temiz,U
8693,Temizel,E
8694,Temizer,E
8695,Temizol,E
8696,Temizöz,E
8697,Temizsoy,E
8698,Temre,K
8699,Temren,E
8700,Temürlenk,E
8701,Tengir,E
8702,Tengiz,E
8703,Tenigül,K
8704,Tennur,K
8705,Tennure,K
8706,Tenvir,E
8707,Tepegöz,E
8708,Tepel,E
8709,Tepir,E
8710,Terek,E
8711,Terem,E
8712,Terim,U
8713,Terken,K
8714,Teşrif,E
8715,Teşrife,K
8716,Tetik,E
8717,Tetiker,E
8718,Tevekkül,E
8719,Tevfik,E
8720,Tevhit,E
8721,Tevil,E
8722,Tevir,E
8723,Tevs,E
8724,Tevsen,E
8725,Teymur,E
8726,Tez,E
8727,Tezel,U
8728,Tezelli,E
8729,Tezer,U
8730,Tezeren,E
8731,Tezerol,E
8732,Tezgül,K
8733,Tezok,E
8734,Tezol,E
8735,Tezveren,E
8736,Tijen,K
8737,Timurlenk,E
8738,Tiner,E
8739,Titizer,E
8740,Tokel,E
8741,Toker,E
8742,Tokuzer,E
8743,Tokyürek,E
8744,Topel,E
8745,Toper,E
8746,Torel,E
8747,Tökel,E
8748,Tölek,E
8749,Tömek,E
8750,Töre,U
8751,Töregün,E
8752,Törel,E
8753,Töreli,E
8754,Tören,E
8755,Tuğrultekin,E
8756,Tuğsel,E
8757,Tuğser,E
8758,Tuğtekin,E
8759,Tuhfe,U
8760,Tutel,E
8761,Tuter,E
8762,Tuzer,E
8763,Tükel,E
8764,Tülek,E
8765,Tülen,K
8766,Tümel,E
8767,Tümen,E
8768,Tümer,E
8769,Tümerk,E
8770,Tümerkin,E
8771,Tüner,E
8772,Tüney,E
8773,Türe,E
8774,Türek,E
8775,Türel,E
8776,Türeli,E
8777,Türemen,E
8778,Türev,E
8779,Türker,U
8780,Türkine,K
8781,Türkiye,K
8782,Türkmen,U
8783,Türksel,U
8784,Türkşen,E
8785,Tüze,U
8786,Tüzeer,E
8787,Tüzel,U
8788,Tüzemen,E
8789,Tüzenur,K
8790,Tüzmen,E
8791,Tüzüner,U
8792,Uğurel,E
8793,Uğursel,U
8794,Uğurser,K
8795,Uhuvvet,E
8796,Uluer,E
8797,Ulufer,K
8798,Ulutekin,E
8799,Ulviye,K
8800,Umnise,K
8801,User,E
8802,Usluer,E
8803,Uygunel,E
8804,Uyguner,E
8805,Uzel,E
8806,Uzer,E
8807,Uzgören,E
8808,Uzmen,E
8809,Uztekin,E
8810,Üge,U
8811,Üke,E
8812,Üleş,E
8813,Ülez,E
8814,Ülfer,E
8815,Ülfet,U
8816,Ülgen,U
8817,Ülgener,E
8818,Ülger,U
8819,Ülke,K
8820,Ülkem,K
8821,Ülken,E
8822,Ülkenur,K
8823,Ülker,U
8824,Ülkümen,E
8825,Ülküsel,E
8826,Ülküye,K
8827,Ülmen,E
8828,Ümek,E
8829,Ümmet,E
8830,Ümmiye,K
8831,Ümniye,K
8832,Ünek,E
8833,Üner,E
8834,Üngören,E
8835,Ünlem,E
8836,Ünlen,E
8837,Ünlüer,E
8838,Ünsel,K
8839,Ünsev,U
8840,Ünseven,U
8841,Ünsever,U
8842,Ünsevin,E
8843,Ünsiye,K
8844,Ünver,U
8845,Ünveren,E
8846,Ünvermiş,E
8847,Ünzile,K
8848,Ürek,E
8849,Ürem,E
8850,Üren,E
8851,Üresin,E
8852,Ürkmez,E
8853,Ürmegül,K
8854,Ürpek,K
8855,Ürper,K
8856,Üsgen,E
8857,Üstek,E
8858,Üstel,E
8859,Üster,E
8860,Üstüner,E
8861,Ütügen,E
8862,Üveys,E
8863,Üye,E
8864,Üzek,E
8865,Üzer,E
8866,Üzeyir,E
8867,Vefi,E
8868,Vefik,E
8869,Vefki,E
8870,Vehip,E
8871,Vekil,E
8872,Velet,E
8873,Veli,E
8874,Velit,E
8875,Veliye,K
8876,Venüs,K
8877,Vergi,E
8878,Vergili,E
8879,Vergin,E
8880,Verim,E
8881,Vesik,E
8882,Vesim,E
8883,Veyis,E
8884,Veysel,E
8885,Veysi,E
8886,Yâren,E
8887,Yegâh,K
8888,Yegân,E
8889,Yegâne,K
8890,Yeğin,E
8891,Yeğiner,E
8892,Yeğrek,E
8893,Yel,E
8894,Yelen,E
8895,Yeler,E
8896,Yelesen,E
8897,Yeleser,E
8898,Yeliz,K
8899,Yeltekin,E
8900,Yemen,E
8901,Yenel,E
8902,Yenen,E
8903,Yener,U
8904,Yenerol,E
8905,Yengi,E
8906,Yenigül,K
8907,Yenin,E
8908,Yenisu,E
8909,Yenisü,E
8910,Yepelek,K
8911,Yerel,E
8912,Yergin,E
8913,Yerik,E
8914,Yersel,E
8915,Yesügey,E
8916,Yeşil,U
8917,Yeşim,K
8918,Yeşne,U
8919,Yeten,E
8920,Yetener,E
8921,Yeter,U
8922,Yeterkız,K
8923,Yetik,E
8924,Yetim,E
8925,Yetiş,E
8926,Yetişen,E
8927,Yetkin,U
8928,Yetkiner,E
8929,Yılşen,K
8930,Yiğitel,E
8931,Yiğiter,E
8932,Yipek,K
8933,Yöner,E
8934,Yönet,E
8935,Yönetken,E
8936,Yönetmen,E
8937,Yöntem,E
8938,Yurter,E
8939,Yurtgüven,E
8940,Yurtsev,U
8941,Yurtseven,U
8942,Yurtsever,U
8943,Yurtsevil,K
8944,Yurtsevin,K
8945,Yüksel,U
8946,Yükselen,K
8947,Yümniye,K
8948,Yürekli,E
8949,Yürüker,E
8950,Zekâi,E
8951,Zekâvet,K
8952,Zeki,E
8953,Zekire,K
8954,Zekiye,K
8955,Zemin,E
8956,Zemzem,K
8957,Zengin,E
8958,Zennur,K
8959,Zeren,U
8960,Zergûn,K
8961,Zerin,E
8962,Zerrin,K
8963,Zerrinkâr,K
8964,Zerrişte,K
8965,Zeynel,E
8966,Zeynep,K
8967,Zeyni,E
8968,Zeyniye,K
8969,Zeyno,K
8970,Zeynur,E
8971,Zeyrek,E
8972,Zihniye,K
8973,Zinet,K
8974,Zinnure,K
8975,Ziver,U
8976,Ziynet,K
8977,Ziyneti,K
8978,Züheyr,E
8979,Zühre,K
8980,Zühtiye,K
8981,Zülfiye,K
8982,Zülfüye,K
8983,Zürriyet,E
8984,Fikir,K
8985,Fikri,E
8986,Filiz,K
8987,Firuz,E
8988,Ful,K
8989,Fuzuli,E
8990,Füsun,K
8991,Füsunkâr,K
8992,Hıfzı,E
8993,Kâşif,E
8994,Lâtif,E
8995,Lütfi,E
8996,Lütuf,K
8997,Lütufkâr,K
8998,Müfit,E
8999,Müftü,E
9000,Münif,E
9001,Müşfik,E
9002,Örfi,E
9003,Rıfkı,E
9004,Tıflıgül,K
9005,Ufuk,U
9006,Vâkıf,E
9007,Yusuf,E
9008,Zülfi,E
9009,Zülfü,E
9010,Zülkif,E
9011,Zülküf,E
9012,Girgin,E
9013,Giz,E
9014,Göğüş,E
9015,Gök,K
9016,Gökgöl,E
9017,Gökhun,E
9018,Göknil,K
9019,Göknur,U
9020,Göksoy,E
9021,Göksu,U
9022,Göksun,U
9023,Gökşin,U
9024,Göktuğ,E
9025,Göktürk,E
9026,Gönül,K
9027,Görgü,E
9028,Görgün,E
9029,Görk,E
9030,Görklü,U
9031,Göyük,E
9032,Gözütok,E
9033,Gül,K
9034,Gülân,K
9035,Gülgönül,K
9036,Gülgûn,K
9037,Gülgün,K
9038,Gülhiz,K
9039,Gülhuri,K
9040,Güliz,K
9041,Gülkız,K
9042,Güllü,K
9043,Gülmüş,K
9044,Gülnur,K
9045,Gülnuş,K
9046,Gülöz,K
9047,Gülriz,K
9048,Gülru,K
9049,Gülruh,K
9050,Gülsim,K
9051,Gülsimin,K
9052,Gülsoy,U
9053,Gülsu,K
9054,Gülsüm,K
9055,Gülsün,K
9056,Gültop,K
9057,Gülüm,K
9058,Gülüstü,K
9059,Gülüş,K
9060,Gülyüz,K
9061,Gümüş,U
9062,Gümüşkurt,E
9063,Gümüşkut,E
9064,Gün,U
9065,Güngör,U
9066,Güngörmüş,E
9067,Güngül,K
9068,Günışık,E
9069,Güniz,U
9070,Günizi,E
9071,Günizli,E
9072,Günkurt,E
9073,Günkut,U
9074,Günkutlu,E
9075,Günmutlu,E
9076,Günnur,U
9077,Günol,E
9078,Günsili,K
9079,Günsu,K
9080,Güntimur,E
9081,Güntülü,U
9082,Güntürk,E
9083,Güntürkün,E
9084,Günyıl,E
9085,Günyol,E
9086,Günyüz,E
9087,Gür,E
9088,Gürgân,E
9089,Gürsu,U
9090,Güz,K
9091,Güzin,K
9092,Güzingül,K
9093,Hoşgör,E
9094,Hoşnigâr,K
9095,Hülâgü,E
9096,Hürgül,K
9097,Hüsnügül,K
9098,Ilgı,E
9099,Ilgım,U
9100,Ilgın,U
9101,Irısgül,K
9102,İlgi,U
9103,İlgin,U
9104,İlgü,U
9105,İlgül,K
9106,İlgün,U
9107,İlig,E
9108,İlkgül,K
9109,İrgün,K
9110,İsmigül,K
9111,İyigün,E
9112,İzgi,U
9113,İzgü,E
9114,İzgül,K
9115,İzgün,K
9116,Kırgız,E
9117,Kızgın,E
9118,Kızgınok,E
9119,Kızgınyiğit,E
9120,Kongur,E
9121,Korgün,E
9122,Koygun,E
9123,Kutgün,K
9124,Lâlgûn,K
9125,Morgül,K
9126,Mutlugün,E
9127,Müjgân,K
9128,Nigâr,K
9129,Nilgûn,K
9130,Nilgün,K
9131,Nurgök,K
9132,Nurgül,K
9133,Nurgün,K
9134,Nurnigâr,K
9135,Oguş,U
9136,Ogül,K
9137,Ogün,E
9138,Olgun,U
9139,Olgunsoy,E
9140,Olgunsu,E
9141,Ongu,K
9142,Ongun,E
9143,Ongunsu,E
9144,Ongur,E
9145,Ongün,E
9146,Orgun,E
9147,Orgül,K
9148,Orgün,E
9149,Öngör,E
9150,Öngü,E
9151,Öngül,U
9152,Öngün,E
9153,Öngüt,E
9154,Övgü,U
9155,Övgül,K
9156,Övgün,K
9157,Özgü,U
9158,Özgül,K
9159,Özgülüm,K
9160,Özgün,U
9161,Özgür,U
9162,Özsungur,E
9163,Ruhugül,K
9164,Rüzgâr,U
9165,Sılgın,E
9166,Sıngın,E
9167,Singin,E
9168,Songun,E
9169,Songur,E
9170,Songül,K
9171,Sorgun,E
9172,Soyugür,E
9173,Sungu,U
9174,Sungun,E
9175,Sungur,E
9176,Süngür,E
9177,Tokgöz,E
9178,Tongur,E
9179,Toygun,E
9180,Turgut,E
9181,Tuygun,E
9182,Tüngür,K
9183,Türgün,E
9184,Uguz,E
9185,Urgun,E
9186,Urungu,E
9187,Uygu,E
9188,Uygun,E
9189,Uygur,U
9190,Ügü,E
9191,Ülgü,E
9192,Ülgür,K
9193,Üngörmüş,E
9194,Üngün,E
9195,Üngür,E
9196,Ünügür,E
9197,Ürgün,E
9198,Üstüngü,E
9199,Vurgun,E
9200,Yılgül,K
9201,Yılgün,K
9202,Kızıltuğ,E
9203,Koryiğit,E
9204,Köroğlu,E
9205,Kuğu,K
9206,Mutluğ,E
9207,Oğul,E
9208,Oğultürk,E
9209,Oğur,E
9210,Oğuş,E
9211,Oğuz,E
9212,Oğuztüzün,E
9213,Oktuğ,E
9214,Onuğ,E
9215,Öğün,U
9216,Öğür,E
9217,Öğüş,U
9218,Öğüt,U
9219,Özoğul,E
9220,Özoğuz,E
9221,Sığın,E
9222,Söğüt,E
9223,Tiğin,E
9224,Toğuş,E
9225,Toktuğ,E
9226,Tokuztuğ,E
9227,Toluntiğin,E
9228,Tuğ,E
9229,Tuğkun,E
9230,Tuğlu,E
9231,Tuğluk,E
9232,Tuğrul,E
9233,Tuyuğ,E
9234,Türkoğlu,E
9235,Uğur,U
9236,Uğurlu,U
9237,Uğurol,E
9238,Uğursoy,U
9239,Uğuş,U
9240,Uğut,E
9241,Uğuz,E
9242,Uluğ,E
9243,Yiğit,E
9244,Yoğun,E
9245,Yuluğ,E
9246,Yüğrük,E
9247,Hâlinur,K
9248,Hızır,E
9249,Hızlı,E
9250,Hilâl,K
9251,Hilâlî,U
9252,Hilmi,E
9253,Hoşnur,K
9254,Hoşnut,K
9255,Hoşsun,K
9256,Hulki,E
9257,Hulûsi,E
9258,Huri,K
9259,Hurşit,E
9260,Huzur,U
9261,Hünkâr,E
9262,Hür,E
9263,Hürmüz,K
9264,Hürol,E
9265,Hüsnü,E
9266,Hüsnühâl,K
9267,Hüsün,K
9268,İhlâs,E
9269,Lâhik,E
9270,Lâhut,E
9271,Lâmih,E
9272,Mihin,E
9273,Mihri,U
9274,Mihrinur,K
9275,Mirrih,K
9276,Muhip,E
9277,Muhittin,E
9278,Muhlis,E
9279,Muhsin,E
9280,Muhyi,E
9281,Muslih,E
9282,Mühip,E
9283,Mülhim,E
9284,Nuh,E
9285,Nurhilâl,K
